DISTNAME,CRIME_COUNT,TOTAL_SCHOOLS,id,@id,access,addr:city,addr:country,addr:floor,addr:full,addr:hamlet,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:state,addr:street,addr:suburb,air_conditioning,alt_name,alt_name:kn,amenity,area,bar,bench,bin,branch,brand,brand:wikidata,brand:wikipedia,building,bus,capacity,changing_table,changing_table:fee,check_date,check_date:bench,check_date:opening_hours,check_date:shelter,contact:facebook,contact:instagram,covered,cuisine,delivery,departures_board,description,designation,diet:chicken,diet:fish,diet:healthy,diet:meat,diet:non-vegetarian,diet:ovo_vegetarian,diet:vegan,diet:vegetarian,dinner,drink:beer,email,floor,full_name,happycow:id,highchair,highway,indoor_seating,internet_access,internet_access:fee,kerb,leisure,level,lit,loc_name,local_ref,lunch,microbrewery,name,name:en,name:hi,name:kn,name:ml,name:pa,network,network:wikidata,network:wikipedia,not:network:wikidata,note,official_name,old_name,opening_hours,operator,organic,outdoor_seating,passenger_information_display,payment:cards,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,phone,phone_1,platforms,public_transport,reservation,self_service,service,shelter,shop,smoking,source,sport,start_date,swimming_pool,tactile_paving,takeaway,toilets,toilets:wheelchair,website,website:menu,wheelchair,geometry,Population,Male,Female,SC Population,ST Population
Bangalore,21.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,1520.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,3.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,75.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,11874.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,4647.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,5250.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,10.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,24.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,2049.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,50540.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,5.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,20.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore,1101.0,0.0,node/11500714575,node/11500714575,0,Bangalore,0,0,0,0,0,Doner Club,0,560084.0,0,"Yadava Street, Nehru Road",0,yes,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,turkish;mediterranean;arab,yes,0,0,0,0,0,yes,0,yes,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doner Club,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Su 13:30-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.donerclub.in/,0,0,POINT (77.6321133 13.0149527),8443675.0,4391723.0,4051952.0,960327.0,154938.0
Bangalore Urban,0.0,0.0,node/12088583359,node/12088583359,0,Bangalore,IN,0,0,0,"Upper Ground Floor, Orion Mall",0,0,560055.0,Karnataka,Dr. Rajkumar Road,Rajajinagar,0,0,0,restaurant,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,regional,0,0,0,0,0,0,0,0,0,0,0,only,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burma Burma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (77.5554004 13.0112075),0.0,0.0,0.0,0.0,0.0
Bengaluru Urban,0.0,0.0,node/11668786472,node/11668786472,0,"Shettihalli, Jalahalli West, Bangalore 15",0,0,0,0,0,"1 St floor, RR plaza",0,560015.0,0,above D needs supermarket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,fitness_centre,0,0,0,0,0,0,Plyo Fit,0,0,0,0,0,0,0,0,0,0,0,0,Mo-Sa 5:30 AM-12:30 AM,0,0,0,0,0,0,0,0,0,0,+918138050845,0,0.0,0,0,0,0,0,0,0,0,fitness;yoga;gymnastics;exercise,0,0,0,0,0,0,https://plyofit.in/,0,0,POINT (77.5179073 13.0599602),0.0,0.0,0.0,0.0,0.0
CHAMARAJANAGARA,0.0,1229.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
CHIKKABALLAPURA,0.0,2122.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
CHIKKAMAGALURU,0.0,2085.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
CHITRADURGA,0.0,2498.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
DAKSHINA KANNADA,0.0,2148.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
DAVANAGERE,0.0,2563.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
DHARWAD,0.0,1680.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
GADAG,0.0,1249.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
HASSAN,0.0,3337.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
HAVERI,0.0,2029.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
KALABURGI,0.0,3925.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
KODAGU,0.0,715.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
KOLAR,0.0,2541.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
KOPPAL,0.0,1649.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MANDYA,0.0,2497.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MYSURU,0.0,3284.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
RAICHUR,0.0,2487.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
RAMANAGARA,0.0,1820.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SHIVAMOGGA,0.0,2801.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
TUMAKURU,0.0,2959.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
TUMAKURU MADHUGIRI,0.0,1707.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
UDUPI,0.0,1285.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
UTTARA KANNADA,0.0,1318.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
UTTARA KANNADA SIRSI,0.0,1405.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
VIJAYAPURA,0.0,3441.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
